gene	process	chr	function	ENSG
MRPL48	Translation	NA	Mrpl48: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPL49	Translation	NA	Mrpl49: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPL50	Translation	NA	Mrpl50: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPL51	Translation	NA	Mrpl51: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPL52	Translation	NA	Mrpl52: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPL53	Translation	NA	Mrpl53: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPL54	Translation	NA	Mrpl54: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPL55	Translation	NA	Mrpl55: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPL57	Translation	NA	Mrpl57: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS10	Translation	NA	Mrps10: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS11	Translation	NA	Mrps11: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS12	Translation	NA	Mrps12: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS14	Translation	NA	Mrps14: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS15	Translation	NA	Mrps15: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS16	Translation	NA	Mrps16: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS17	Translation	NA	Mrps17: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS18A	Translation	NA	Mrps18a: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS18B	Translation	NA	Mrps18b: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS18C	Translation	NA	Mrps18c: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS2	Translation	NA	Mrps2: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS21	Translation	NA	Mrps21: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS22	Translation	NA	Mrps22: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS23	Translation	NA	Mrps23: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS24	Translation	NA	Mrps24: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS25	Translation	NA	Mrps25: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS26	Translation	NA	Mrps26: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS27	Translation	NA	Mrps27: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS28	Translation	NA	Mrps28: Mitoribosome which forms a part of mitochondrial translation machinary	NA
DAP3	Translation	NA	Dap3: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS30	Translation	NA	Mrps30: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS31	Translation	NA	Mrps31: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS33	Translation	NA	Mrps33: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS34	Translation	NA	Mrps34: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS35	Translation	NA	Mrps35: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS36	Translation	NA	Mrps36: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS5	Translation	NA	Mrps5: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS6	Translation	NA	Mrps6: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS7	Translation	NA	Mrps7: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MRPS9	Translation	NA	Mrps9: Mitoribosome which forms a part of mitochondrial translation machinary	NA
MTIF3	Translation	NA	Mtif3: Translation initiation factor could assist the mRNA to bind to rRNAs	NA
MTIF2	Translation	NA	Mtif2: Translation initiation factor could assist the tRNA to bind to rRNAs	NA
TACO1	Translation	NA	Taco1: Translation activator of complex IV subunit	NA
LRPPRC	Translation	NA	Lrpprc: Might play a role in the translation and stability of COX subunits	NA
RNASEL	Translation	NA	Rnasel: Modulate the stability of mitochondrial mRNAs by interacting with MTIF2	NA
LONP1	Translation	NA	Lonp1: Involved in the post translational quality control, has re-solublization activity of protein aggregates	NA
CLPP	Translation	NA	Clpp: Involved in the post translational quality control, has re-solublization activity of protein aggregates	NA
CLPX	Translation	NA	Clpx: Quality control of inner membrane proteins	NA
PHB	Translation	NA	Phb: Involved in the post translational quality control, stabilizes mitochondrially synthesized proteins	NA
OXA1L	Translation	NA	Oxa1l: May have a role in the insertion of proteins into inner membrane and also a complex V assembly factor	NA
ATAD3A	Translation	NA	Atad3a: May interact with mitochondrial proteins and is required for mitochondrial protein synthesis	NA
ATAD3B	Translation	NA	Atad3b: May interact with mitochondrial proteins and is required for mitochondrial protein synthesis	NA
MPV17L2	Translation	NA	Mpv17l2: May be involved in the biogenesis of mitochondrial ribosomes	NA
DHX30	Translation	NA	Dhx30: May be involved in the biogenesis of mitochondrial ribosomes	NA
DDX28	Translation	NA	Ddx28: May be involved in the biogenesis of mitochondrial ribosomes	NA
FASTKD2	Translation	NA	Fastkd2: May be involved in the biogenesis of mitochondrial ribosomes	NA
FASTKD5	Translation	NA	Fastkd5: Essential for maturing mitochondrial transcripts not flanked by tRNAs	NA
APAF1	Apoptosis	NA	Apaf1: Binds Casp9 preprotein forming an apoptosome and activates it	NA
CASP3	Apoptosis	NA	Casp3: Executioner caspases leading to apoptosis	NA
MAPK1	Apoptosis	NA	Mapk1: Inhibitors of Casp9 activity	NA
CASP7	Apoptosis	NA	Casp7: Executioner caspases leading to apoptosis	NA
DIABLO	Apoptosis	NA	Diablo: Acts as caspase activator by inhibiting the inhibitors of apoptotic proteins	NA
XIAP	Apoptosis	NA	Xiap: X-linked inhibitor of apoptosis protein inhibits caspase activity by directly binding to CASP9, 3 and 7	NA
BCL2	Apoptosis	NA	Bcl2: Bcl-2 family member Anti-apoptotic proteins	NA
BCL2L1	Apoptosis	NA	Bcl2l1: Bcl-2 family member Anti-apoptotic proteins	NA
MCL1	Apoptosis	NA	Mcl1: Bcl-2 family member Anti-apoptotic proteins	NA
BAX	Apoptosis	NA	Bax: Bcl-2 family member propagating apoptosis	NA
BAK1	Apoptosis	NA	Bak1: Bcl-2 family member propagating apoptosis	NA
BAD	Apoptosis	NA	Bad: Bcl-2 family member propagating apoptosis	NA
BIK	Apoptosis	NA	Bik: Bcl-2 family member propagating apoptosis	NA
BID	Apoptosis	NA	Bid: Bcl-2 family member propagating apoptosis	NA
BCL2L11	Apoptosis	NA	Bcl2l11: Bim Bcl-2 family member propagating apoptosis	NA
PMAIP1	Apoptosis	NA	Pmaip1: Noxa Bcl-2 family member propagating apoptosis	NA
BBC3	Apoptosis	NA	Bbc3: Puma Bcl-2 family member propagating apoptosis	NA
TRP53	Apoptosis	NA	Trp53: Directly binds both Bak and Bax and activates them	NA
VDAC1	Apoptosis	NA	Vdac1: Voltage dependent anion channel forms part of permeability transition pore and also involved in the takeup of calcium ions from the Endoplasmic reticulum	NA
VDAC2	Apoptosis	NA	Vdac2: Voltage dependent anion channel forms part of permeability transition pore and also involved in the takeup of calcium ions from the Endoplasmic reticulum	NA
VDAC3	Apoptosis	NA	Vdac3: Voltage dependent anion channel forms part of permeability transition pore and also involved in the takeup of calcium ions from the Endoplasmic reticulum	NA
SLC25A4	Apoptosis	NA	Slc25a4: Adenine nucleotide translocator forms part of permeability transition pore	NA
SLC25A5	Apoptosis	NA	Slc25a5: Adenine nucleotide translocator forms part of permeability transition pore	NA
2810002N01RIK	Apoptosis	NA	2810002N01Rik: Localizes to the mitochondria and stimulates the release of cytochrome c	NA
PPIF	Apoptosis	NA	Ppif: Cyclophilin D forms part of permeability transition pore	NA
CYCS	Apoptosis	NA	Cycs: Binds to apoptosis inducing factor 1 (APAF1) forming a structure called apoptosome	NA
ANP32A	Apoptosis	NA	Anp32a: Enhances 2810002N01Rik function	NA
CASP9	Apoptosis	NA	Casp9: Initiator caspase recruited by Apoptosome	NA
CDK1	Apoptosis	NA	Cdk1: Can Inhibit Casp9 activity and also involved in the phosphorylation of Dnm1l to increase fission	NA
DNM1	Apoptosis	NA	Dnm1: Recruited to mitochondria can induce cristae remodelling to release cytochrome c and subsequent apoptosis	NA
MAPK3	Apoptosis	NA	Mapk3: Inhibitors of Casp9 activity	NA
EIF3M	Apoptosis	NA	Eif3m: PCI domain containing protein 1 can negatively regulate Casp9 activity	NA
AIFM1	Apoptosis	NA	Aifm1: Mitochondria associated apoptosis inducing factor translocates to nucleus and degrades DNA	NA
PPIA	Apoptosis	NA	Ppia: Cyclophilin A might work with ENDOG in a DNA degradation complex	NA
HTRA2	Apoptosis	NA	Htra2: Mitochondrial serene protease induces cell death by inhibiting Inhibitors of apoptotic proteins	NA
MFN1	Mitochondrial Dynamics	NA	Mfn1: Involved in the mitochondrial fusion, mitofusins dimerize resulting in tethering of the outer membranes of the fusing mitochondria; also involved in the tethering of Endoplasmic reticulum with mitochondria during mitochondrial calcium uptake	NA
MFN2	Mitochondrial Dynamics	NA	Mfn2: Involved in the mitochondrial fusion, mitofusins dimerize resulting in tethering of the outer membranes of the fusing mitochondria; also involved in the tethering of Endoplasmic reticulum with mitochondria during mitochondrial calcium uptake	NA
OPA1	Mitochondrial Dynamics	NA	Opa1: Involved in the mitochondrial fusion, initiates inner membrane fusion	NA
STOML2	Mitochondrial Dynamics	NA	Stoml2:  Involved in the mitochondrial fusion, scaffold proteins Phb2 and Stoml2 coordinate stability of the Opa1	NA
PINK1	Mitochondrial Dynamics	NA	Pink1: Involved in the mitochondrial fusion, Pink1 phosphorylates Park2 and inturn Park2 induced ubiquitination of mitofusins may target mitochondria for mitophagy	NA
PARK2	Mitochondrial Dynamics	NA	Park2: Involved in the mitochondrial fusion, Park2 induced ubiquitination of mitofusins may target mitochondria for mitophagy	NA
OPA3	Mitochondrial Dynamics	NA	Opa3: Involved in the mitochondrial fusion, Involved in mitochondrial fragmentation, interacts with Mfn1	NA
PARL	Mitochondrial Dynamics	NA	Parl: Involved in the mitochondrial fusion, regulates the clevage of Opa1	NA
SPG7	Mitochondrial Dynamics	NA	Spg7: Involved in the mitochondrial fusion, known to maintain the Opa1 isoforms	NA
AFG3L2	Mitochondrial Dynamics	NA	Afg3l2: Involved in the mitochondrial fusion, known to maintain the Opa1 isoforms	NA
OMA1	Mitochondrial Dynamics	NA	Oma1: Involved in the mitochondrial fusion, know to induce proteolytic inactivation of Opa1	NA
YME1L1	Mitochondrial Dynamics	NA	Yme1l1: Involved in the mitochondrial fusion, known to cleave Opa1	NA
PLD6	Mitochondrial Dynamics	NA	Pld6: Involved in the mitochondrial fusion, promotes mitofusin-mediated fusion	NA
MARCH5	Mitochondrial Dynamics	NA	March5: Involved in the mitochondrial fusion and fission, control of mitochondrial morphology by regulating Mfn2 and Dnm1l	NA
TRAP1	Mitochondrial Dynamics	NA	Trap1: Involved in the mitochonrial fission, known to regulate fission proteins Dnm1l and Mff	NA
DNM1L	Mitochondrial Dynamics	NA	Dnm1l: Involved in the mitochondrial fission, mediates the division of mitochondria	NA
MFF	Mitochondrial Dynamics	NA	Mff: Involved in the mitochondrial fission, suggested to have roles in recruiting Dnm1l	NA
SMCR7L	Mitochondrial Dynamics	NA	Smcr7l: Involved in the mitochondrial fission, suggested to have roles in recruiting Dnm1l	NA
SMCR7	Mitochondrial Dynamics	NA	Smcr7: Involved in the mitochondrial fission, suggested to have roles in recruiting Dnm1l	NA
FIS1	Mitochondrial Dynamics	NA	Fis1: Involved in the mitochondrial fission, facilitates binding and assembly of Dnm1l	NA
1700020C11RIK	Mitochondrial Dynamics	NA	1700020C11Rik: Involved in the mitochondrial fission, role in mitochondrial fragmentation and is dependent on Dnm1l expression	NA
GDAP1	Mitochondrial Dynamics	NA	Gdap1: Involved in the mitochondrial fission, know to have a role in the mitochondrial fragmentation	NA
SH3GLB1	Mitochondrial Dynamics	NA	Sh3glb1: Involved in the mitochondrial fission, proposed to be involved in the lipid remodeling of the outer membrane during fission	NA
PKIA	Mitochondrial Dynamics	NA	Pkia: Involved in the mitochondrial fission, known to inhibit GTPase activity of Dnm1l	NA
BECN1	Mitochondrial Dynamics	NA	Becn1: Involved in the mitophagy, involved in the initiation of autophagy	NA
AMBRA1	Mitochondrial Dynamics	NA	Ambra1: Involved in the mitophagy, translocates to the mitochondria and facilitate phagophore formation	NA
BNIP3	Mitochondrial Dynamics	NA	Bnip3: Involved in the mitophagy, cause permeabilization of the mitochondrial membrane and also acts as a proapoptotic factor	NA
BNIP3L	Mitochondrial Dynamics	NA	Bnip3l: Involved in the mitophagy, cause permeabilization of the mitochondrial membrane and also regulate mitophagy	NA
MAP1LC3A	Mitochondrial Dynamics	NA	Map1lc3a: Involved in the mitophagy, interacts with Bnip3 and Bnip3l to remove mitochondria via autophagy	NA
GABARAP	Mitochondrial Dynamics	NA	Gabarap: Involved in the mitophagy, interacts with Bnip3 and Bnip3l to remove mitochondria via autophagy	NA
SQSTM1	Mitochondrial Dynamics	NA	Sqstm1: Involved  in the mitophagy, recruited to mitochondria and binds mitochondrial substrates on the autophagosomes	NA
RHOT1	Mitochondrial Dynamics	NA	Rhot1: Involved in the mitophagy, tethers mitochondria to the tubulin network but phosphorylation by Pink1 results in the disattachment of mitochondria	NA
RHOT2	Mitochondrial Dynamics	NA	Rhot2: Involved in the mitophagy, tethers mitochondria to the tubulin network but phosphorylation by Pink1 results in the disattachment of mitochondria	NA
KIF5B	Mitochondrial Dynamics	NA	Kif5b: Involved in the mitochondrial movement, have role in the mitochondrial distribution in neurons	NA
KIF1B	Mitochondrial Dynamics	NA	Kif1b: Involved in the mitochondrial movement, have role in the mitochondrial distribution in neurons	NA
DYNLL1	Mitochondrial Dynamics	NA	Dynll1: Involved in the mitochondrial movement, have role in the retrograde mitochondrial movement	NA
SYBU	Mitochondrial Dynamics	NA	Sybu: Involved in the mitochondrial movement, have a role in linking the mitochondria to Kif5b	NA
TRAK1	Mitochondrial Dynamics	NA	Trak1: Involved in the mitochondrial movement, acts as a adapter linking kinesin-1 to mitochondria	NA
TRAK2	Mitochondrial Dynamics	NA	Trak2: Involved in the mitochondrial movement, acts as a adapter linking kinesin-1 to mitochondria	NA
MSTO1	Mitochondrial Dynamics	NA	Msto1: Involved in the regulation of mitochondrial distribution and morphology	NA
MT-ND1	Electron transport chain	NA	mt-Nd1: Mitochondrially encoded NADH dehydrogenase 1, part of enzyme complex I	NA
MT-ND2	Electron transport chain	NA	mt-Nd2: Mitochondrially encoded NADH dehydrogenase 2, part of enzyme complex I	NA
MT-ND3	Electron transport chain	NA	mt-Nd3: Mitochondrially encoded NADH dehydrogenase 3, part of enzyme complex I	NA
MT-ND4	Electron transport chain	NA	mt-Nd4: Mitochondrially encoded NADH dehydrogenase 4, part of enzyme complex I	NA
MT-ND4L	Electron transport chain	NA	mt-Nd4l: Mitochondrially encoded NADH dehydrogenase 4L, part of enzyme complex I	NA
MT-ND5	Electron transport chain	NA	mt-Nd5: Mitochondrially encoded NADH dehydrogenase 5, part of enzyme complex I	NA
MT-ND6	Electron transport chain	NA	mt-Nd6: Mitochondrially encoded NADH dehydrogenase 6, part of enzyme complex I	NA
NDUFA1	Electron transport chain	NA	Ndufa1: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFA2	Electron transport chain	NA	Ndufa2: Essential component of complex I, may be involved in regulating complex I activity or its assembly via assistance in redox processes	NA
NDUFA3	Electron transport chain	NA	Ndufa3: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFA4	Electron transport chain	NA	Ndufa4: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFA5	Electron transport chain	NA	Ndufa5: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFA6	Electron transport chain	NA	Ndufa6: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFA7	Electron transport chain	NA	Ndufa7: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFA8	Electron transport chain	NA	Ndufa8: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFA9	Electron transport chain	NA	Ndufa9: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFA10	Electron transport chain	NA	Ndufa10: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFA11	Electron transport chain	NA	Ndufa11: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFA12	Electron transport chain	NA	Ndufa12: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFA13	Electron transport chain	NA	Ndufa13: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFAB1	Electron transport chain	NA	Ndufab1: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFB2	Electron transport chain	NA	Ndufb2: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFB3	Electron transport chain	NA	Ndufb3: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFB4	Electron transport chain	NA	Ndufb4: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFB5	Electron transport chain	NA	Ndufb5: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFB6	Electron transport chain	NA	Ndufb6: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFB7	Electron transport chain	NA	Ndufb7: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFB8	Electron transport chain	NA	Ndufb8: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFB9	Electron transport chain	NA	Ndufb9: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFB10	Electron transport chain	NA	Ndufb10: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFB11	Electron transport chain	NA	Ndufb11: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFC1	Electron transport chain	NA	Ndufc1: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFC2	Electron transport chain	NA	Ndufc2: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFS1	Electron transport chain	NA	Ndufs1: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFS2	Electron transport chain	NA	Ndufs2: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFS3	Electron transport chain	NA	Ndufs3: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFS4	Electron transport chain	NA	Ndufs4: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFS5	Electron transport chain	NA	Ndufs5: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFS6	Electron transport chain	NA	Ndufs6: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFS7	Electron transport chain	NA	Ndufs7: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFS8	Electron transport chain	NA	Ndufs8: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFV1	Electron transport chain	NA	Ndufv1: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFV2	Electron transport chain	NA	Ndufv2: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
NDUFV3	Electron transport chain	NA	Ndufv3: Essential component of complex I, transfers electrons from NADH to ubiquinone	NA
CYC1	Electron transport chain	NA	Cyc1: Essential component of complex III transfers electrons from iron sulphur protein to cytochrome c	NA
MT-CYTB	Electron transport chain	NA	mt-Cytb: Essential component of complex III transfers electrons from iron sulphur protein to cytochrome c	NA
UQCR10	Electron transport chain	NA	Uqcr10: Ubiquinol-cytochrome c reductase essential component of complex III	NA
UQCR11	Electron transport chain	NA	Uqcr11: Ubiquinol-cytochrome c reductase essential component of complex III	NA
UQCRB	Electron transport chain	NA	Uqcrb: Ubiquinol-cytochrome c reductase binding protein essential component of complex III	NA
UQCRC1	Electron transport chain	NA	Uqcrc1: Ubiquinol-cytochrome c reductase core protein I essential component of complex III	NA
UQCRC2	Electron transport chain	NA	Uqcrc2: Ubiquinol-cytochrome c reductase core protein II essential component of complex III	NA
UQCRFS1	Electron transport chain	NA	Uqcrfs1: Ubiquinol-cytochrome c reductase Rieske iron-sulfur polypeptide 1 essential component of complex III	NA
UQCRH	Electron transport chain	NA	Uqcrh: Ubiquinol-cytochrome c reductase hinge protein essential component of complex III	NA
UQCRQ	Electron transport chain	NA	Uqcrq: Ubiquinol-cytochrome c reductase essential component of complex III	NA
COX4I1	Electron transport chain	NA	Cox4i1: Cytochrome c oxidase subunit IV isoform 1 essential component of complex IV	NA
COX4I2	Electron transport chain	NA	Cox4i2: Cytochrome c oxidase subunit IV isoform 2 (lung) essential component of complex IV	NA
COX5A	Electron transport chain	NA	Cox5a: Cytochrome c oxidase subunit Va essential component of complex IV	NA
COX5B	Electron transport chain	NA	Cox5b: Cytochrome c oxidase subunit Vb essential component of complex IV	NA
COX6A1	Electron transport chain	NA	Cox6a1: Cytochrome c oxidase subunit VIa polypeptide 1 essential component of complex IV	NA
COX6A2	Electron transport chain	NA	Cox6a2: Cytochrome c oxidase subunit VIa polypeptide 2 essential component of complex IV	NA
COX6B1	Electron transport chain	NA	Cox6b1: Cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous) essential component of complex IV	NA
COX6B2	Electron transport chain	NA	Cox6b2: CDS1 subunit VIb polypeptide 2 (testis) essential component of complex IV	NA
COX6C	Electron transport chain	NA	Cox6c: Cytochrome c oxidase subunit VIc essential component of complex IV	NA
COX7A1	Electron transport chain	NA	Cox7a1: Cytochrome c oxidase subunit VIIa polypeptide 1 (muscle) essential component of complex IV	NA
COX7A2	Electron transport chain	NA	Cox7a2: Cytochrome c oxidase subunit VIIa polypeptide 2 (liver) essential component of complex IV	NA
COX7B	Electron transport chain	NA	Cox7b: Cytochrome c oxidase subunit VIIb essential component of complex IV	NA
COX7B2	Electron transport chain	NA	Cox7b2: Cytochrome c oxidase subunit VIIb2 essential component of complex IV	NA
COX7C	Electron transport chain	NA	Cox7c: Cytochrome c oxidase subunit VIIc essential component of complex IV	NA
COX8A	Electron transport chain	NA	Cox8a: Cytochrome c oxidase subunit VIIIA (ubiquitous) essential component of complex IV	NA
MT-CO1	Electron transport chain	NA	mt-Co1: Mitochondrially encoded cytochrome c oxidase I essential component of complex IV	NA
MT-CO2	Electron transport chain	NA	mt-Co2: Mitochondrially encoded cytochrome c oxidase II essential component of complex IV	NA
MT-CO3	Electron transport chain	NA	mt-Co3: Mitochondrially encoded cytochrome c oxidase III essential component of complex IV	NA
ATP5A1	Electron transport chain	NA	Atp5a1: ATP synthase H+ transporting mitochondrial F1 complex alpha subunit 1 cardiac muscle essential component of complex V	NA
ATP5B	Electron transport chain	NA	Atp5b: ATP synthase H+ transporting mitochondrial F1 complex beta polypeptide essential component of complex V	NA
ATP5C1	Electron transport chain	NA	Atp5c1: ATP synthase H+ transporting mitochondrial F1 complex gamma polypeptide 1 essential component of complex V	NA
ATP5D	Electron transport chain	NA	Atp5d: ATP synthase H+ transporting mitochondrial F1 complex delta subunit essential component of complex V	NA
ATP5E	Electron transport chain	NA	Atp5e: ATP synthase H+ transporting mitochondrial F1 complex epsilon subunit essential component of complex V	NA
ATP5F1	Electron transport chain	NA	Atp5f1: ATP synthase H+ transporting mitochondrial Fo complex subunit B1 essential component of complex V	NA
ATP5G1	Electron transport chain	NA	Atp5g1: ATP synthase H+ transporting mitochondrial Fo complex subunit C1 (subunit 9) essential component of complex V	NA
ATP5G2	Electron transport chain	NA	Atp5g2: ATP synthase H+ transporting mitochondrial Fo complex subunit C2 (subunit 9) essential component of complex V	NA
ATP5G3	Electron transport chain	NA	Atp5g3: ATP synthase H+ transporting mitochondrial Fo complex subunit C3 (subunit 9) essential component of complex V	NA
ATP5H	Electron transport chain	NA	Atp5h: ATP synthase H+ transporting mitochondrial Fo complex subunit d essential component of complex V	NA
ATP5K	Electron transport chain	NA	Atp5k: ATP synthase H+ transporting mitochondrial Fo complex subunit E essential component of complex V	NA
ATP5J	Electron transport chain	NA	Atp5j: ATP synthase H+ transporting mitochondrial Fo complex subunit F6 essential component of complex V	NA
ATP5J2	Electron transport chain	NA	Atp5j2: ATP synthase H+ transporting mitochondrial Fo complex subunit F2 essential component of complex V	NA
ATP5L	Electron transport chain	NA	Atp5l: ATP synthase H+ transporting mitochondrial Fo complex subunit G essential component of complex V	NA
ATP5O	Electron transport chain	NA	Atp5o: ATP synthase H+ transporting mitochondrial F1 complex O subunit essential component of complex V	NA
ATPIF1	Electron transport chain	NA	Atpif1: ATPase inhibitory factor 1 essential component of complex V	NA
MT-ATP6	Electron transport chain	NA	mt-Atp6: Mitochondrially encoded ATP synthase 6 essential component of complex V	NA
MT-ATP8	Electron transport chain	NA	mt-Atp8: Mitochondrially encoded ATP synthase 6 essential component of complex V	NA
ACAD9	Electron transport chain	NA	Acad9: Role in the assembly of Complex I and might also be involved in the beta-oxidation of fatty acids	NA
FOXRED1	Electron transport chain	NA	Foxred1: Complex I assembly factor	NA
ATPAF1	Electron transport chain	NA	Atpaf1: Complex V assembly factor, essential for assembly of alpha + beta heterooligomer	NA
ATPAF2	Electron transport chain	NA	Atpaf2: Complex V assembly factor, essential for assembly of alpha + beta heterooligome	NA
BCS1L	Electron transport chain	NA	Bcs1l: Involved in the assembly of complex III of the mitochondrial respiratory chain	NA
CCDC56	Electron transport chain	NA	Ccdc56: COA3 Complex IV assembly factor	NA
CHCHD8	Electron transport chain	NA	Chchd8: COA4 Complex IV assembly factor	NA
COA5	Electron transport chain	NA	Coa5: Complex IV assembly factor	NA
2010305A19RIK	Electron transport chain	NA	2010305A19Rik: COA7 Complex IV assembly factor	NA
COX10	Electron transport chain	NA	Cox10: Complex IV assembly factor	NA
COX11	Electron transport chain	NA	Cox11: Complex IV assembly factor	NA
COX14	Electron transport chain	NA	Cox14: Complex IV assembly factor	NA
COX15	Electron transport chain	NA	Cox15: Complex IV assembly factor, may function in the regulation and assembly of the complex	NA
COX17	Electron transport chain	NA	Cox17: Complex IV assembly factor, may function in the regulation and assembly of the complex	NA
COX18	Electron transport chain	NA	Cox18: Complex IV assembly factor	NA
COX19	Electron transport chain	NA	Cox19: Complex IV assembly factor	NA
FAM36A	Electron transport chain	NA	Fam36a: Complex IV assembly factor	NA
ECSIT	Electron transport chain	NA	Ecsit: Interactcs with NDUFAF1 and functions in Complex I assembly	NA
NDUFAF1	Electron transport chain	NA	Ndufaf1: Required in the assembly of Complex I	NA
NDUFAF2	Electron transport chain	NA	Ndufaf2: Required in the assembly of Complex I	NA
NDUFAF3	Electron transport chain	NA	Ndufaf3: Required in the assembly of Complex I	NA
NDUFAF4	Electron transport chain	NA	Ndufaf4: Complex I assembly factor required in the assembly of Complex I	NA
2310003L22RIK	Electron transport chain	NA	2310003L22Rik: NDUFAF5 is required for complex I assembly	NA
2310030N02RIK	Electron transport chain	NA	2310030N02Rik: NDUFAF6 important role in the assembly of complex I	NA
2410091C18RIK	Electron transport chain	NA	2410091C18Rik: NDUFAF7 methylates arginine 85 in the NDUFS2 subunit of human complex I	NA
NUBPL	Electron transport chain	NA	Nubpl: Possible role in the delivery of one or more Fe/S clusters to complex I subunits	NA
SCO1	Electron transport chain	NA	Sco1: Complex IV assembly factor, Incorporation of copper atoms in the catalytic sites of the nascent complex	NA
SCO2	Electron transport chain	NA	Sco2: Complex IV assembly factor, involved in the biogenesis of cytochrome c oxidase subunit II	NA
SDHAF1	Electron transport chain	NA	Sdhaf1: Essential for complex II assembly	NA
SDHAF2	Electron transport chain	NA	Sdhaf2: Required for flavination of a succinate dehydrogenase complex	NA
SURF1	Electron transport chain	NA	Surf1: Complex IV assembly factor, involved in the biogenesis of the cytochrome c oxidase complex	NA
